Fraction Removed,LCC Size,Number of Components
0.0354,2323,1
0.0356,2322,1
0.0358,2321,1
0.0360,2320,1
0.0362,2319,1
0.0364,2318,1
0.0366,2317,1
0.0368,2316,1
0.0370,2315,1
0.0372,2314,1
0.0374,2313,1
0.0376,2312,1
0.0378,2311,1
0.0380,2310,1
0.0382,2309,1
0.0384,2308,1
0.0386,2307,1
0.0388,2306,1
0.0390,2305,1
0.0392,2304,1
0.0394,2303,1
0.0396,2302,1
0.0398,2301,1
0.0400,2300,1
0.0402,2299,1
0.0404,2298,1
0.0406,2297,1
0.0408,2296,1
0.0410,2295,1
0.0412,2294,1
0.0414,2293,1
0.0416,2292,1
0.0418,2291,1
0.0420,2290,1
0.0422,2289,1
0.0424,2288,1
0.0426,2287,1
0.0428,2286,1
0.0430,2285,1
0.0432,2284,1
0.0434,2283,1
0.0436,2282,1
0.0438,2281,1
0.0440,2280,1
0.0442,2279,1
0.0444,2278,1
0.0446,2277,1
0.0448,2276,1
0.0450,2275,1
0.0452,2274,1
0.0454,2273,1
0.0456,2272,1
0.0458,2271,1
0.0460,2270,1
0.0462,2269,1
0.0464,2268,1
0.0466,2267,1
0.0468,2266,1
0.0470,2265,1
0.0472,2264,1
0.0474,2263,1
0.0476,2262,1
0.0478,2261,1
0.0480,2260,1
0.0482,2259,1
0.0484,2258,1
0.0486,2257,1
0.0488,2256,1
0.0490,2255,1
0.0492,2254,1
0.0494,2253,1
0.0496,2252,1
0.0498,2251,1
0.0500,2250,1
0.0502,2249,1
0.0504,2248,1
0.0506,2247,1
0.0508,2246,1
0.0510,2245,1
0.0512,2244,1
0.0514,2243,1
0.0516,2242,1
0.0518,2241,1
0.0520,2240,1
0.0522,2239,1
0.0524,2238,1
0.0526,2237,1
0.0528,2236,1
0.0530,2235,1
0.0532,2234,1
0.0534,2233,1
0.0536,2232,1
0.0538,2231,1
0.0540,2230,1
0.0542,2229,1
0.0544,2228,1
0.0546,2227,1
0.0548,2225,2
0.0550,2224,2
0.0552,2223,2
0.0554,2222,2
0.0556,2221,2
0.0558,2220,2
0.0560,2219,2
0.0562,2218,2
0.0564,2217,2
0.0566,2216,2
0.0568,2215,2
0.0570,2214,2
0.0572,2213,2
0.0574,2212,2
0.0576,2211,2
0.0578,2210,2
0.0580,2209,2
0.0582,2208,2
0.0584,2207,2
0.0586,2206,2
0.0588,2205,2
0.0590,2204,2
0.0592,2203,2
0.0594,2202,2
0.0596,2201,2
0.0598,2200,2
0.0600,2199,2
0.0602,2198,2
0.0604,2197,2
0.0606,2196,2
0.0608,2195,2
0.0610,2194,2
0.0612,2193,2
0.0614,2192,2
0.0616,2191,2
0.0618,2190,2
0.0620,2189,2
0.0622,2188,2
0.0624,2187,2
0.0626,2186,2
0.0628,2185,2
0.0630,2184,2
0.0632,2183,2
0.0634,2182,2
0.0636,2181,2
0.0638,2180,2
0.0640,2179,2
0.0642,2178,2
0.0644,2177,2
0.0646,2176,2
0.0648,2175,2
0.0650,2174,2
0.0652,2173,2
0.0654,2172,2
0.0656,2171,2
0.0658,2170,2
0.0660,2169,2
0.0662,2168,2
0.0664,2167,2
0.0666,2166,2
0.0668,2165,2
0.0670,2164,2
0.0672,2163,2
0.0674,2162,2
0.0676,2161,2
0.0678,2160,2
0.0680,2159,2
0.0682,2158,2
0.0684,2157,2
0.0686,2156,2
0.0688,2155,2
0.0690,2154,2
0.0692,2153,2
0.0694,2152,2
0.0696,2151,2
0.0698,2150,2
0.0700,2149,2
0.0702,2148,2
0.0704,2147,2
0.0706,2146,2
0.0708,2145,2
0.0710,2144,2
0.0712,2143,2
0.0714,2142,2
0.0716,2141,2
0.0718,2140,2
0.0720,2139,2
0.0722,2138,2
0.0724,2137,2
0.0726,2136,2
0.0728,2135,2
0.0730,2134,2
0.0732,2133,2
0.0734,2132,2
0.0736,2131,2
0.0738,2130,2
0.0740,2129,2
0.0742,2128,2
0.0744,2127,2
0.0746,2126,2
0.0748,2125,2
0.0750,2124,2
0.0752,2123,2
0.0754,2122,2
0.0756,2121,2
0.0758,2120,2
0.0760,2119,2
0.0762,2118,2
0.0764,2117,2
0.0766,2116,2
0.0768,2115,2
0.0770,2114,2
0.0772,2113,2
0.0774,2112,2
0.0776,2111,2
0.0778,2110,2
0.0780,2109,2
0.0782,2108,2
0.0784,2107,2
0.0786,2106,2
0.0788,2105,2
0.0790,2104,2
0.0792,2103,2
0.0794,2102,2
0.0796,2101,2
0.0798,2100,2
0.0800,2099,2
0.0802,2098,2
0.0804,2097,2
0.0806,2096,2
0.0808,2095,2
0.0810,2094,2
0.0812,2093,2
0.0814,2092,2
0.0816,2091,2
0.0818,2090,2
0.0820,2089,2
0.0822,2088,2
0.0824,2087,2
0.0826,2086,2
0.0828,2085,2
0.0830,2084,2
0.0832,2083,2
0.0834,2082,2
0.0836,2081,2
0.0838,2080,2
0.0840,2079,2
0.0842,2078,2
0.0844,2077,2
0.0846,2076,2
0.0848,2075,2
0.0850,2074,2
0.0852,2073,2
0.0854,2072,2
0.0856,2071,2
0.0858,2070,2
0.0860,2069,2
0.0862,2068,2
0.0864,2067,2
0.0866,2066,2
0.0868,2065,2
0.0870,2064,2
0.0872,2063,2
0.0874,2062,2
0.0876,2061,2
0.0878,2060,2
0.0880,2059,2
0.0882,2058,2
0.0884,2057,2
0.0886,2055,3
0.0888,2054,3
0.0890,2053,3
0.0892,2052,3
0.0894,2051,3
0.0896,2050,3
0.0898,2049,3
0.0900,2048,3
0.0902,2047,3
0.0904,2046,3
0.0906,2045,3
0.0908,2044,3
0.0910,2043,3
0.0912,2042,3
0.0914,2041,3
0.0916,2040,3
0.0918,2039,3
0.0920,2038,3
0.0922,2037,3
0.0924,2036,3
0.0926,2035,3
0.0928,2034,3
0.0930,2033,3
0.0932,2032,3
0.0934,2031,3
0.0936,2030,3
0.0938,2029,3
0.0940,2028,3
0.0942,2027,3
0.0944,2026,3
0.0946,2025,3
0.0948,2024,3
0.0950,2023,3
0.0952,2022,3
0.0954,2021,3
0.0956,2020,3
0.0958,2019,3
0.0960,2018,3
0.0962,2017,3
0.0964,2016,3
0.0966,2015,3
0.0968,2014,3
0.0970,2013,3
0.0972,2012,3
0.0974,2011,3
0.0976,2010,3
0.0978,2009,3
0.0980,2008,3
0.0982,2007,3
0.0984,2006,3
0.0986,2005,3
0.0988,2004,3
0.0990,2003,3
0.0992,2002,3
0.0994,2001,3
0.0996,2000,3
0.0998,1999,3
0.1000,1998,3
0.1002,1997,3
0.1004,1996,3
0.1006,1995,3
0.1008,1994,3
0.1010,1993,3
0.1012,1992,3
0.1014,1991,3
0.1016,1990,3
0.1018,1989,3
0.1020,1988,3
0.1022,1987,3
0.1024,1986,3
0.1026,1985,3
0.1028,1984,3
0.1030,1983,3
0.1032,1982,3
0.1034,1981,3
0.1036,1980,3
0.1038,1979,3
0.1040,1978,3
0.1042,1977,3
0.1044,1976,3
0.1046,1975,3
0.1048,1974,3
0.1050,1973,3
0.1052,1972,3
0.1054,1971,3
0.1056,1970,3
0.1058,1969,3
0.1060,1968,3
0.1062,1967,3
0.1064,1966,3
0.1066,1965,3
0.1068,1964,3
0.1070,1963,3
0.1072,1962,3
0.1074,1961,3
0.1076,1959,4
0.1078,1958,4
0.1080,1957,4
0.1082,1956,4
0.1084,1955,4
0.1086,1954,4
0.1088,1953,4
0.1090,1952,4
0.1092,1951,4
0.1094,1950,4
0.1096,1949,4
0.1098,1948,4
0.1100,1947,4
0.1102,1946,4
0.1104,1945,4
0.1106,1944,4
0.1108,1942,5
0.1110,1941,5
0.1112,1940,5
0.1114,1939,5
0.1116,1938,5
0.1118,1937,5
0.1120,1936,5
0.1122,1935,5
0.1124,1934,5
0.1126,1933,5
0.1128,1932,5
0.1130,1931,5
0.1132,1930,5
0.1134,1929,5
0.1136,1928,5
0.1138,1927,5
0.1140,1926,5
0.1142,1924,6
0.1144,1923,6
0.1146,1922,6
0.1148,1921,6
0.1150,1920,6
0.1152,1919,6
0.1154,1918,6
0.1156,1917,6
0.1158,1916,6
0.1160,1915,6
0.1162,1914,6
0.1164,1913,6
0.1166,1912,6
0.1168,1910,7
0.1170,1908,8
0.1172,1907,8
0.1174,1906,8
0.1176,1905,8
0.1178,1904,8
0.1180,1903,8
0.1182,1902,8
0.1184,1901,8
0.1186,1900,8
0.1188,1899,8
0.1190,1898,8
0.1192,1897,8
0.1194,1896,8
0.1196,1895,8
0.1198,1894,8
0.1200,1893,8
0.1202,1892,8
0.1204,1891,8
0.1206,1890,8
0.1208,1889,8
0.1210,1888,8
0.1212,1887,8
0.1214,1886,8
0.1216,1885,8
0.1218,1884,8
0.1220,1883,8
0.1222,1882,8
0.1224,1881,8
0.1226,1880,8
0.1228,1879,8
0.1230,1878,8
0.1232,1877,8
0.1234,1876,8
0.1236,1875,8
0.1238,1874,8
0.1240,1873,8
0.1242,1872,8
0.1244,1871,8
0.1246,1870,8
0.1248,1869,8
0.1250,1868,8
0.1252,1867,8
0.1254,1866,8
0.1256,1865,8
0.1258,1864,8
0.1260,1863,8
0.1262,1862,8
0.1264,1861,8
0.1266,1860,8
0.1268,1859,8
0.1270,1858,8
0.1272,1857,8
0.1274,1856,8
0.1276,1855,8
0.1278,1854,8
0.1280,1853,8
0.1282,1852,8
0.1284,1851,8
0.1286,1850,8
0.1288,1849,8
0.1290,1848,8
0.1292,1847,8
0.1294,1846,8
0.1296,1845,8
0.1298,1844,8
0.1300,1843,8
0.1302,1842,8
0.1304,1841,8
0.1306,1840,8
0.1308,1839,8
0.1310,1838,8
0.1312,1837,8
0.1314,1836,8
0.1316,1835,8
0.1318,1834,8
0.1320,1833,8
0.1322,1832,8
0.1324,1830,9
0.1326,1829,9
0.1328,1828,9
0.1330,1827,9
0.1332,1826,9
0.1334,1825,9
0.1336,1824,9
0.1338,1823,9
0.1340,1822,9
0.1342,1821,9
0.1344,1820,9
0.1346,1819,9
0.1348,1818,9
0.1350,1817,9
0.1352,1816,9
0.1354,1815,9
0.1356,1814,9
0.1358,1813,9
0.1360,1812,9
0.1362,1811,9
0.1364,1810,9
0.1366,1808,10
0.1368,1806,11
0.1370,1805,11
0.1372,1804,11
0.1374,1803,11
0.1376,1802,11
0.1378,1801,11
0.1380,1800,11
0.1382,1799,11
0.1384,1797,12
0.1386,1796,12
0.1388,1795,12
0.1390,1794,12
0.1392,1793,12
0.1394,1792,12
0.1396,1791,12
0.1398,1790,12
0.1400,1789,12
0.1402,1788,12
0.1404,1787,12
0.1406,1786,12
0.1408,1785,12
0.1410,1784,12
0.1412,1783,12
0.1414,1782,12
0.1416,1781,12
0.1418,1780,12
0.1420,1779,12
0.1422,1778,12
0.1424,1777,12
0.1426,1776,12
0.1428,1775,12
0.1430,1774,12
0.1432,1773,12
0.1434,1772,12
0.1436,1771,12
0.1438,1770,12
0.1440,1769,12
0.1442,1768,12
0.1444,1767,12
0.1446,1766,12
0.1448,1765,12
0.1450,1764,12
0.1452,1763,12
0.1454,1762,12
0.1456,1761,12
0.1458,1760,12
0.1460,1759,12
0.1462,1758,12
0.1464,1757,12
0.1466,1756,12
0.1468,1754,13
0.1470,1753,13
0.1472,1752,13
0.1474,1751,13
0.1476,1750,13
0.1478,1748,14
0.1480,1747,14
0.1482,1746,14
0.1484,1745,14
0.1486,1744,14
0.1488,1743,14
0.1490,1742,14
0.1492,1741,14
0.1494,1740,14
0.1496,1739,14
0.1498,1738,14
0.1500,1737,14
0.1502,1736,14
0.1504,1735,14
0.1506,1734,14
0.1508,1733,14
0.1510,1732,14
0.1512,1730,15
0.1514,1729,15
0.1516,1728,15
0.1518,1727,15
0.1520,1726,15
0.1522,1725,15
0.1524,1724,15
0.1526,1723,15
0.1528,1722,15
0.1530,1721,15
0.1532,1720,15
0.1534,1719,15
0.1536,1718,15
0.1538,1717,15
0.1540,1716,15
0.1542,1715,15
0.1544,1714,15
0.1546,1713,15
0.1548,1712,15
0.1550,1711,15
0.1552,1710,15
0.1554,1709,15
0.1556,1708,15
0.1558,1707,15
0.1560,1706,15
0.1562,1705,15
0.1564,1704,15
0.1566,1703,15
0.1568,1702,15
0.1570,1701,15
0.1572,1700,15
0.1574,1699,15
0.1576,1697,16
0.1578,1696,16
0.1580,1695,16
0.1582,1694,16
0.1584,1693,16
0.1586,1692,16
0.1588,1691,16
0.1590,1690,16
0.1592,1689,16
0.1594,1688,16
0.1596,1687,16
0.1598,1686,16
0.1600,1685,16
0.1602,1683,17
0.1604,1682,17
0.1606,1681,17
0.1608,1680,17
0.1610,1679,17
0.1612,1678,17
0.1614,1677,17
0.1616,1676,17
0.1618,1674,18
0.1620,1673,18
0.1622,1671,19
0.1624,1670,19
0.1626,1669,19
0.1628,1668,19
0.1630,1667,19
0.1632,1666,19
0.1634,1665,19
0.1636,1664,19
0.1638,1663,19
0.1640,1662,19
0.1642,1661,19
0.1644,1660,19
0.1646,1659,19
0.1648,1658,19
0.1650,1657,19
0.1652,1656,19
0.1654,1655,19
0.1656,1654,19
0.1658,1653,19
0.1660,1652,19
0.1662,1651,19
0.1664,1650,19
0.1666,1649,19
0.1668,1648,19
0.1670,1647,19
0.1672,1646,19
0.1674,1645,19
0.1676,1644,19
0.1678,1643,19
0.1680,1642,19
0.1682,1641,19
0.1684,1640,19
0.1686,1639,19
0.1688,1638,19
0.1690,1637,19
0.1692,1636,19
0.1694,1635,19
0.1696,1634,19
0.1698,1633,19
0.1700,1631,20
0.1702,1630,20
0.1704,1629,20
0.1706,1628,20
0.1708,1627,20
0.1710,1625,21
0.1712,1624,21
0.1714,1623,21
0.1716,1622,21
0.1718,1621,21
0.1720,1620,21
0.1722,1619,21
0.1724,1618,21
0.1726,1617,21
0.1728,1616,21
0.1730,1615,21
0.1732,1614,21
0.1734,1611,23
0.1736,1610,23
0.1738,1609,23
0.1740,1607,24
0.1742,1606,24
0.1744,1605,24
0.1746,1604,24
0.1748,1602,25
0.1750,1601,25
0.1752,1600,25
0.1754,1599,25
0.1756,1598,25
0.1758,1597,25
0.1760,1596,25
0.1762,1595,25
0.1764,1593,26
0.1766,1592,26
0.1768,1590,27
0.1770,1589,27
0.1772,1588,27
0.1774,1587,27
0.1776,1586,27
0.1778,1585,27
0.1780,1584,27
0.1782,1583,27
0.1784,1581,28
0.1786,1580,28
0.1788,1579,28
0.1790,1578,28
0.1792,1577,28
0.1794,1576,28
0.1796,1575,28
0.1798,1574,28
0.1800,1573,28
0.1802,1572,28
0.1804,1571,28
0.1806,1570,28
0.1808,1569,28
0.1810,1568,28
0.1812,1567,28
0.1814,1565,29
0.1816,1564,29
0.1818,1563,29
0.1820,1561,30
0.1822,1560,30
0.1824,1559,30
0.1826,1558,30
0.1828,1557,30
0.1830,1556,30
0.1832,1555,30
0.1834,1554,30
0.1836,1553,30
0.1838,1552,30
0.1840,1551,30
0.1842,1550,30
0.1844,1549,30
0.1846,1547,31
0.1848,1546,31
0.1850,1545,31
0.1852,1544,31
0.1854,1543,31
0.1856,1542,31
0.1858,1541,31
0.1860,1540,31
0.1862,1539,31
0.1864,1538,31
0.1866,1537,31
0.1868,1536,31
0.1870,1534,32
0.1872,1533,32
0.1874,1532,32
0.1876,1531,32
0.1878,1529,33
0.1880,1528,33
0.1882,1527,33
0.1884,1526,33
0.1886,1525,33
0.1888,1524,33
0.1890,1523,33
0.1892,1522,33
0.1894,1521,33
0.1896,1520,33
0.1898,1519,33
0.1900,1518,33
0.1902,1517,33
0.1904,1516,33
0.1906,1515,33
0.1908,1514,33
0.1910,1513,33
0.1912,1512,33
0.1914,1511,33
0.1916,1510,33
0.1918,1509,33
0.1920,1508,33
0.1922,1507,33
0.1924,1506,33
0.1926,1505,33
0.1928,1504,33
0.1930,1503,33
0.1932,1502,33
0.1934,1501,33
0.1936,1499,34
0.1938,1498,34
0.1940,1497,34
0.1942,1495,35
0.1944,1468,36
0.1946,1465,37
0.1948,1463,38
0.1950,1462,38
0.1952,1461,38
0.1954,1460,38
0.1956,1459,38
0.1958,1458,38
0.1960,1457,38
0.1962,1456,38
0.1964,1455,38
0.1966,1453,39
0.1968,1452,39
0.1970,1451,39
0.1972,1449,40
0.1974,1447,41
0.1976,1446,41
0.1978,1445,41
0.1980,1444,41
0.1982,1443,41
0.1984,1442,41
0.1986,1441,41
0.1988,1439,42
0.1990,1438,42
0.1992,1437,42
0.1994,1436,42
0.1996,1435,42
0.1998,1434,42
0.2000,1433,42
0.2002,1432,42
0.2004,1431,42
0.2006,1430,42
0.2008,1429,42
0.2010,1428,42
0.2012,1427,42
0.2014,1426,42
0.2016,1425,42
0.2018,1423,43
0.2020,1422,43
0.2022,1421,43
0.2024,1420,43
0.2026,1419,43
0.2028,1417,44
0.2030,1415,45
0.2032,1414,45
0.2034,1412,46
0.2036,1410,47
0.2038,1409,47
0.2040,1407,48
0.2042,1406,48
0.2044,1405,48
0.2046,1404,48
0.2048,1403,48
0.2050,1401,49
0.2052,1400,49
0.2054,1397,50
0.2056,1396,50
0.2058,1395,50
0.2060,1394,50
0.2062,1393,50
0.2064,1392,50
0.2066,1391,50
0.2068,1390,50
0.2070,1389,50
0.2072,1387,51
0.2074,1385,52
0.2076,1384,52
0.2078,1382,53
0.2080,1381,53
0.2082,1380,53
0.2084,1378,54
0.2086,1375,55
0.2088,1372,56
0.2090,1371,56
0.2092,1370,56
0.2094,1369,56
0.2096,1368,56
0.2098,1367,56
0.2100,1366,56
0.2102,1365,56
0.2104,1364,56
0.2106,1363,56
0.2108,1361,57
0.2110,1360,57
0.2112,1359,57
0.2114,1357,58
0.2116,1354,60
0.2118,1351,62
0.2120,1350,62
0.2122,901,64
0.2124,899,65
0.2126,898,65
0.2128,897,65
0.2130,896,65
0.2132,895,65
0.2134,893,66
0.2136,892,66
0.2138,891,66
0.2140,662,67
0.2142,661,67
0.2144,660,67
0.2146,659,67
0.2148,658,67
0.2150,656,68
0.2152,639,69
0.2154,622,72
0.2156,447,74
0.2158,446,74
0.2160,369,76
0.2162,369,78
0.2164,369,78
0.2166,369,80
0.2168,367,81
0.2170,311,82
0.2172,311,84
0.2174,311,87
0.2176,310,87
0.2178,296,88
0.2180,228,89
0.2182,227,89
0.2184,181,91
0.2186,157,93
0.2188,153,94
0.2190,153,95
0.2192,152,95
0.2194,129,97
0.2196,127,99
0.2198,126,99
0.2200,100,102
0.2202,86,104
0.2204,76,106
0.2206,76,108
0.2208,75,110
0.2210,75,112
0.2212,74,114
0.2214,74,116
0.2216,74,118
0.2218,74,119
0.2220,73,119
0.2222,64,121
0.2224,64,123
0.2226,63,125
0.2228,63,127
0.2230,63,129
0.2232,63,131
0.2234,63,133
0.2236,63,136
0.2238,55,137
0.2240,55,141
0.2242,49,142
0.2244,44,146
0.2246,42,148
0.2248,42,150
0.2250,41,152
0.2252,40,155
0.2254,39,157
0.2256,39,159
0.2258,32,161
0.2260,32,164
0.2262,32,166
0.2264,31,168
0.2266,29,170
0.2268,28,173
0.2270,28,176
0.2272,28,178
0.2274,28,181
0.2276,26,183
0.2278,26,186
0.2280,26,188
0.2282,26,191
0.2284,25,192
0.2286,25,195
0.2288,25,198
0.2290,24,199
0.2292,23,202
0.2294,23,204
0.2296,23,207
0.2298,22,209
0.2300,22,211
0.2302,22,213
0.2304,22,215
0.2306,22,218
0.2308,22,220
0.2310,20,222
0.2312,19,226
0.2314,19,228
0.2316,19,230
0.2318,19,233
0.2320,19,235
0.2322,19,238
0.2324,19,240
0.2326,19,242
0.2328,19,244
0.2330,19,248
0.2332,17,250
0.2334,17,252
0.2336,17,254
0.2338,17,256
0.2340,17,258
0.2342,17,260
0.2344,17,262
0.2346,16,264
0.2348,16,266
0.2350,16,269
0.2352,16,271
0.2354,16,273
0.2356,16,275
0.2358,15,277
0.2360,15,280
0.2362,15,283
0.2364,15,286
0.2366,15,288
0.2368,15,291
0.2370,14,292
0.2372,14,295
0.2374,14,297
0.2376,14,299
0.2378,13,301
0.2380,13,304
0.2382,12,306
0.2384,12,310
0.2386,12,312
0.2388,12,314
0.2390,12,317
0.2392,12,319
0.2394,12,321
0.2396,12,323
0.2398,12,325
0.2400,12,328
0.2402,12,330
0.2404,12,332
0.2406,12,334
0.2408,11,335
0.2410,11,338
0.2412,11,340
0.2414,10,342
0.2416,10,345
0.2418,10,348
0.2420,10,350
0.2422,10,354
0.2424,10,356
0.2426,10,358
0.2428,10,360
0.2430,10,362
0.2432,10,364
0.2434,10,366
0.2436,10,369
0.2438,10,371
0.2440,10,373
0.2442,10,375
0.2444,10,378
0.2446,10,380
0.2448,10,381
0.2450,10,382
0.2452,9,383
0.2454,9,385
0.2456,9,387
0.2458,9,389
0.2460,9,391
0.2462,9,393
0.2464,9,395
0.2466,9,397
0.2468,9,399
0.2470,9,400
0.2472,9,402
0.2474,9,403
0.2476,8,404
0.2478,8,406
0.2480,8,408
0.2482,8,410
0.2484,8,412
0.2486,8,414
0.2488,8,416
0.2490,8,418
0.2492,8,420
0.2494,8,422
0.2496,8,424
0.2498,8,426
0.2500,8,429
0.2502,8,430
0.2504,8,431
0.2506,8,432
0.2508,8,433
0.2510,8,436
0.2512,7,437
0.2514,7,439
0.2516,7,441
0.2518,7,443
0.2520,7,445
0.2522,7,447
0.2524,7,449
0.2526,7,451
0.2528,7,453
0.2530,7,455
0.2532,7,457
0.2534,7,459
0.2536,7,461
0.2538,7,462
0.2540,7,463
0.2542,7,464
0.2544,7,467
0.2546,7,468
0.2548,7,470
0.2550,7,472
0.2552,7,475
0.2554,6,476
0.2556,6,478
0.2558,6,480
0.2560,6,482
0.2562,6,484
0.2564,6,486
0.2566,6,488
0.2568,6,490
0.2570,6,492
0.2572,6,494
0.2574,6,496
0.2576,6,498
0.2578,6,500
0.2580,6,502
0.2582,6,504
0.2584,6,506
0.2586,6,507
0.2588,6,508
0.2590,6,509
0.2592,6,510
0.2594,6,511
0.2596,6,514
0.2598,6,515
0.2600,6,516
0.2602,6,517
0.2604,6,518
0.2606,6,519
0.2608,6,522
0.2610,6,523
0.2612,6,524
0.2614,6,525
0.2616,6,526
0.2618,6,529
0.2620,5,530
0.2622,5,532
0.2624,5,534
0.2626,5,536
0.2628,5,538
0.2630,5,540
0.2632,5,542
0.2634,5,544
0.2636,5,546
0.2638,5,548
0.2640,5,550
0.2642,5,552
0.2644,5,554
0.2646,5,556
0.2648,5,558
0.2650,5,560
0.2652,5,562
0.2654,5,564
0.2656,5,566
0.2658,5,568
0.2660,5,569
0.2662,5,570
0.2664,5,571
0.2666,5,572
0.2668,5,573
0.2670,5,574
0.2672,5,575
0.2674,5,576
0.2676,5,577
0.2678,5,578
0.2680,5,579
0.2682,5,580
0.2684,5,581
0.2686,5,582
0.2688,4,583
0.2690,4,585
0.2692,4,587
0.2694,4,589
0.2696,4,591
0.2698,4,593
0.2700,4,595
0.2702,4,597
0.2704,4,599
0.2706,4,601
0.2708,4,603
0.2710,4,605
0.2712,4,607
0.2714,4,609
0.2716,4,611
0.2718,4,613
0.2720,4,614
0.2722,4,615
0.2724,4,616
0.2726,4,617
0.2728,4,618
0.2730,4,619
0.2732,4,620
0.2734,4,621
0.2736,4,622
0.2738,4,623
0.2740,4,624
0.2742,4,625
0.2744,4,626
0.2746,4,627
0.2748,4,628
0.2750,4,629
0.2752,4,630
0.2754,4,631
0.2756,4,632
0.2758,4,633
0.2760,4,634
0.2762,4,635
0.2764,4,636
0.2766,4,637
0.2768,4,638
0.2770,4,639
0.2772,4,640
0.2774,4,641
0.2776,4,642
0.2778,4,643
0.2780,4,644
0.2782,4,645
0.2784,4,646
0.2786,4,647
0.2788,4,648
0.2790,4,649
0.2792,4,650
0.2794,4,651
0.2796,4,652
0.2798,4,653
0.2800,4,654
0.2802,4,655
0.2804,4,656
0.2806,4,657
0.2808,4,658
0.2810,4,659
0.2812,4,660
0.2814,4,661
0.2816,4,662
0.2818,4,663
0.2820,4,664
0.2822,4,665
0.2824,4,666
0.2826,4,667
0.2828,4,668
0.2830,4,669
0.2832,3,670
0.2834,3,671
0.2836,3,672
0.2838,3,673
0.2840,3,674
0.2842,3,675
0.2844,3,676
0.2846,3,677
0.2848,3,678
0.2850,3,679
0.2852,3,680
0.2854,3,681
0.2856,3,682
0.2858,3,683
0.2860,3,684
0.2862,3,685
0.2864,3,686
